Doc,Company,Year,Text
Doc1361,intuit ,2001," Intuit's tax businesses are an engine of our profitable growth. They generate strong growth, profits and reliable recurring revenue: "
Doc1362,intuit ,2001," Tax is growing. In fiscal 2001, revenue from tax-related businesses grew 25 percent over the prior year. There is opportunity for much growth ahead as the multi-year phase-ins of President Bush's tax changes guarantee more tax complexity for many years ahead. "
Doc1363,intuit ,2001," Tax is profitable. Taken as a whole, our tax-related businesses generated better than a 30 percent pro forma operating profit margin in fiscal 2001. "
Doc1364,intuit ,2001," Tax is recurring. Payroll happens every pay period. People prepare their taxes every year. Customers re-order tax supplies and forms. And once customers start with an Intuit solution, they are very loyal, which creates a recurring revenue stream. "
Doc1365,intuit ,2001, Our tax businesses are one of the key reasons Intuit continues to deliver in the current economic environment. 
Doc1366,intuit ,2001," Now I'd like to focus on small business. In September 2001, we announced our strategy for driving growth and positioning Intuit to better address the $17 billion small business management opportunity. Our strategy is called Right For My Business, and is comprised of three elements. First, we will provide solutions that are industry-specific. Second, we will provide accounting solutions for companies that are bigger or that have more complex needs. Third, we will provide additional solutions that go beyond accounting to meet business management needs. "
Doc1367,intuit ,2001, Intuit will take three approaches to delivering industry-specific solutions that are Right For My Business: 
Doc1368,intuit ,2001," We'll launch new flavors of QuickBooks-versions that provide integrated solutions targeted at the specific needs of different industries. In fiscal 2002, we will launch versions tailored to both retailers and accountants. "
Doc1369,intuit ,2001," We'll deliver solutions through the Intuit Developer Network. Through a beta program, more than 25 third-party developers have created applications that will launch concurrent with QuickBooks 2002 in December 2001, including legal time tracking and bookseller inventory. We expect the number of applications available through the Intuit Developer Network to grow significantly in coming years. "
Doc1370,intuit ,2001," We'll acquire companies that provide vertical business management solutions for specific industries. In early fiscal 2002, we announced our acquisition of OMware, Inc., which provides standalone business management solutions for construction companies. "
Doc1371,intuit ,2001," As I mentioned earlier, Intuit will also deliver expanded accounting solutions for bigger or more complex companies: "
Doc1372,intuit ,2001," In December 2001, we will launch QuickBooks Premier, which has general ledger enhancements, including a streamlined process for reversing journal entries, for companies with more complex needs. "
Doc1373,intuit ,2001," Around the end of fiscal 2002, we plan to offer a new product targeted at companies with up to 250 employees. "
Doc1374,intuit ,2001," Small business owners also have a range of business management headaches that go beyond accounting. The third element of Intuit's Right For My Business strategy is targeted at solving those problems, much as we have done with our payroll and supplies businesses. We've announced two solutions that go beyond accounting "
Doc1375,intuit ,2001, We'll be offering a QuickBooks retirement solution to provide small business owners with a variety of retirement plan options. 
Doc1376,intuit ,2001," We're also developing a QuickBooks human resource management tool, which is expected in the summer of 2002. "
Doc1377,intuit ,2001," I'm very excited about our Right For My Business small business strategy. We start from a unique position of strength-providing mission-critical accounting systems, which are the central nervous systems for small businesses. We have a strong and loyal base of about 2.5 million QuickBooks users. And we have a strategy that centers on providing the right solutions for each of those businesses-not a one-size-fits-all solution. "
Doc1378,intuit ,2001," I'm also excited about what this means for stockholders. Some of Intuit's most profitable services today share the characteristics of our new focus: add-on services, higher-end offerings and industry-specific solutions. With our strong assets and our Right For My Business strategy, Intuit intends to be the engine that powers America's small business success. "
Doc1379,intuit ,2001, Intuit has made a number of moves to position the organization for a stronger future: 
Doc1380,intuit ,2001," Since the beginning of 2000, we've significantly strengthened and deepened our management team, creating a number of new officer level positions to bring new expertise to the Company. We recently added a new senior vice president to head our entire small business organization, as well as a new chief information officer and chief technology officer. We've also added senior leaders to head our procurement and Six Sigma efforts. "
Doc1381,intuit ,2001," Along the same lines, we've strengthened our human resources leadership team and doubled our investment to make Intuit an even greater place to work. This is paying off in employee turnover that's lower than companies in comparable businesses during the past year. "
Doc1382,intuit ,2001," We've also taken a more disciplined, rigorous and analytical approach to running the Company, with much more emphasis on data-based decisions and processes to ensure discipline and focus in everything we do. "
Doc1383,intuit ,2001," Intuit had a great fiscal 2001, with 15 percent revenue growth and a 42 percent improvement in our pro forma operating income. We're proving our ability to execute our strategy for profitable growth. "
Doc1384,intuit ,2001," Great companies manage for both the short and long term. So while Intuit delivered strong results in fiscal 2001, we also positioned ourselves to deliver again in fiscal 2002 and beyond. I'm proud of what we've accomplished, but I believe the best is yet to come. "
Doc1385,intuit ,2002,"Intuit had another great year in fiscal 2002, delivering outstanding value for customers, employees and stronger financial results. Revenue was up 18 percent and pro forma operating income increased 50 percent.We??re continuing to execute our strategy to penetrate large, underserved market opportunities, deliver sustainable growth and drive Intuit to be the best we can be. "
Doc1386,intuit ,2002," We??re pleased with our performance over the past few years. In addition to continuing our tradition of successful, customer-driven innovation, Intuit is beginning to establish a solid track record of delivering stronger revenue and profit growth. There are three key fundamentals driving our success: "
Doc1387,intuit ,2002," We deliberately choose to be in businesses where we have, or we believe we can achieve, the strategic and durable advantage to produce long-term profitable growth "
Doc1388,intuit ,2002," Within these businesses we create new growth from pursuing large, underserved portions of the market as we continue to accelerate customer-driven innovation "
Doc1389,intuit ,2002," By applying strategic and operational rigor, we??re executing well so we capitalize on these multiple, large opportunities "
Doc1390,intuit ,2002," As an added benefit, our business models drive significant profit leverage. There are several dynamics at work "
Doc1391,intuit ,2002," Volume   Our businesses have significant fixed costs and low variable costs. As a result, selling more units means we drop significantly more profits to the bottom line "
Doc1392,intuit ,2002," Value   As we expand the functionality of our products and services, we deliver products with higher price points to reflect the greater value we deliver to customers "
Doc1393,intuit ,2002," Mix   We??re proving that as we move up-market with many of our product and service offerings, our customers are responding well, which drives mix improvement and more revenue and profits per customer "
Doc1394,intuit ,2002, This provides Intuit an excellent foundation for continued strong growth in fiscal 2003 and beyond.We??re convinced that the best is yet to come. 
Doc1395,intuit ,2002, Intuit posted outstanding results in fiscal 2002: 
Doc1396,intuit ,2002," On a GAAP basis, Intuit had net income of $140.2 million, or $0.64 per share, up from a loss of $82.8 million, or $0.40 per share. "
Doc1397,intuit ,2002," On a pro forma basis, Intuit reported operating income of $282.4 million for the year, up 50 percent from $188.9 million in fiscal 2001. "
Doc1398,intuit ,2002, Intuit??s pro forma operating margin of 20.8 percent was up 440 basis points from 16.4 percent in fiscal 2001. 
Doc1399,intuit ,2002, Revenue of $1.36 billion increased 18 percent from $1.15 billion in fiscal 2001. 
Doc1400,intuit ,2002," Intuit continues to have a strong balance sheet, with nearly $1.3 billion in cash and short-term investments, or approximately $5.75 per share, at the end of fiscal 2002. "
Doc1401,intuit ,2002, Intuit has multiple engines to drive revenue and profit growth. Our two largest growth engines QuickBooks?? and TurboTax??  had outstanding years. 
Doc1402,intuit ,2002," One of Intuit??s biggest growth engines is QuickBooks. Over the past year, we??ve transformed QuickBooks from a one-size-fits-all product to a ??Right for My Business?? approach. This new and dramatically expanded mindset opens up several under served markets and will create opportunity for years to come. "
Doc1403,intuit ,2002," QuickBooks revenue was $250.9 million, up 16 percent from fiscal 2001, driven by strong unit growth and a shift to higher-end products with higher price points. QuickBooks introduced four new editions in fiscal 2002   QuickBooks Accountants Edition, QuickBooks Point of Sale, QuickBooks Premier and QuickBooks Enterprise Solutions in addition to new versions of the Basic and Pro products "
Doc1404,intuit ,2002," QuickBooks 2002 units were up 26 percent over QuickBooks 2001 in the comparable period, with our new, higher-end products accounting for 5.5 percent of the unit and 12 percent of the revenue mix. "
Doc1405,intuit ,2002," The Intuit Developer Network had an outstanding first year, providing QuickBooks customers better solutions. It??s great for customers who now can get what they want third-party applications they use to share data with QuickBooks. It??s great for developers, enabling them to reach customers they might not be able to reach on their own. It??s also great for Intuit as we generate more unit sales of QuickBooks, both from upgraders and new users. More than 125 applications were introduced in fiscal 2002 as part of the Intuit Developer Network. "
Doc1406,intuit ,2002," Looking forward, you can expect us to introduce additional QuickBooks versions tailored to meet the needs of specific industries   we think there??s opportunity for anywhere between 5-15 QuickBooks ??flavors.??We??ll also continue to improve our accounting products as we continue to focus on businesses with up to 250 employees. "
Doc1407,intuit ,2002," A second significant growth opportunity is business offerings beyond accounting   products and services that are horizontal in nature and bought by many types of businesses. Examples include payroll, technical support, supplies and information technology asset and resource management software.We intend to continue to drive new growth beyond accounting through offerings we develop internally, through acquisitions and through partnerships. "
Doc1408,intuit ,2002," Most of our current offerings have been QuickBooks focused. However, we also have an opportunity to expand beyond the QuickBooks base and continue to grow this $335 million business, which had a revenue increase of 15 percent in fiscal 2002. "
Doc1409,intuit ,2002," There are multiple growth engines within our beyond accounting offerings. An important one is payroll.With only about 25 percent of the 7.5 million employers with fewer than 250 employees using an outsourced solution today, this is a large, under-penetrated opportunity for Intuit. Our acquisition of CBS Payroll in June 2002 strengthens our payroll offering, providing us a full-service outsourced solution.We also continue to see strong results from our QuickBooks-branded payroll products. Revenue of $108 million was up 39 percent and we added more than 75,000 new customers in fiscal 2002. "
Doc1410,intuit ,2002," With our strong and loyal QuickBooks base, we have significant opportunity to drive sustained strong growth with our payroll engine   from providing do-it-yourself tax tables all the way through a complete outsourced solution. That means as our customers grow, we can grow with them. "
Doc1411,intuit ,2002," A good example of making acquisitions to drive growth beyond accounting is our acquisition in fiscal 2003 of Blue Ocean Software, Inc., which is a leading provider of software solutions that help businesses manage their technology resources and assets, including PC inventory, incident tracking, knowledge base resolution tools, software delivery and asset tracking. This is another mission-critical task for companies once they have 20 or more PCs. Blue Ocean is the leader in this segment, with a great product at an attractive price point. As we add the QuickBooks brand and customer team to Blue Ocean??s strong foundation, we??ll have another platform to drive profitable growth. "
Doc1412,intuit ,2002," Another growth engine is vertical business management solutions   an engine that didn??t exist for Intuit at the beginning of fiscal 2002. This is another significant opportunity for us, and we??re just getting started. Vertical business management solutions represent more than $4.5 billion in annual sales. It??s a highly fragmented segment, has no clear leader, and is significantly under-penetrated. "
Doc1413,intuit ,2002," We??ve moved aggressively to capitalize on this opportunity, acquiring four companies in fiscal 2002. Our strategy is to buy leading companies, with solid customer bases and management teams that, when combined with Intuit??s assets, will turbo-charge growth. "
Doc1414,intuit ,2002," We acquired four companies that provide business management solutions for specific industries: OMware, Inc., which serves the construction management industry.  American Fundware, which focuses on public sector organizations.  Management Reports, Inc., which provides solutions for commercial and residential property management.  Eclipse, Inc., which serves wholesale distributors of durable goods. "
Doc1415,intuit ,2002," The early results from OMware, which we acquired last November, indicate we??re on the right track. OMware revenue was up about 35 percent in fiscal 2002, exiting the year with fourth-quarter growth of over 50 percent. "
Doc1416,intuit ,2002," We??re seeing positive early signs from the other recently closed vertical acquisitions. And we??ll continue to make additional acquisitions to expand this growth engine in fiscal 2003.We expect our portfolio of vertical businesses to include between five and ten companies, with a combined annual revenue growth rate of more than 30 percent. "
Doc1417,intuit ,2002," TurboTax is another of Intuit??s large growth engines. There are still 89 million taxpayers who don??t currently use an Intuit product   either TurboTax or one of our professional tax products   providing us with significant opportunity for future growth in the years ahead. We??re working on a multi-year strategy to convert an increasing number of these millions of taxpayers to TurboTax, which we??ll begin to roll out in the coming tax season. "
Doc1418,intuit ,2002," TurboTax had a great fiscal 2002, thanks to continued product and service innovation and expansion of our distribution channels: "
Doc1419,intuit ,2002," Consumer tax revenue of $351.1 million was up 29 percent in fiscal 2002, driven by 20 percent unit growth to reach 7.7 million units. "
Doc1420,intuit ,2002, Consumer tax operating income of $214.1 million was up 47 percent over fiscal 2001. 
Doc1421,intuit ,2002," Growth was particularly strong on the Web, with paid federal TurboTax units up 84 percent over fiscal 2001 to reach 2.2 million units. "
Doc1422,intuit ,2002," We successfully introduced a new high-end TurboTax product on both the desktop and Web, which represented about 10 percent of the federal unit and 12 percent of the revenue mix. "
Doc1423,intuit ,2002," We enhanced the Instant Data Entry feature of our Automated Tax Return, making it even easier for more people to do their taxes. TurboTax customers imported more than one million tax documents   wages, interest, dividends and stock, mortgage interest and mutual fund transactions   directly into their TurboTax return this year, more than triple the number of imports from last tax season. "
Doc1424,intuit ,2002," We added new retailers like Safeway and Vons in selected locations, enabling us to reach a broader customer base and grow the category. "
Doc1425,intuit ,2002," Intuit also had a great year in our professional tax business: Revenue of $225.7 million was up 20 percent over fiscal 2001, driven in large part by the addition of new customers from the acquisition of a professional tax company in April 2001. This expanded customer base will help us drive steady organic growth in the coming years. "
Doc1426,intuit ,2002, Professional tax operating income of $115.2 million was up 27 percent over fiscal 2001. 
Doc1427,intuit ,2002," As we talk to the thousands of accountants who use our professional tax products, we??re uncovering a lot of unmet needs we can serve. And we??re working to expand our offering to pursue this large, under-penetrated opportunity and drive new growth. "
Doc1428,intuit ,2002," Intuit??s Canada business also had a great year, driven by strong growth in small business and tax. Revenue of $44.6 million was up 29 percent from fiscal 2001. "
Doc1429,intuit ,2002," Intuit continued to adjust its business portfolio to focus on driving sustainable growth. We continue to make the tough decisions to exit businesses that don??t fit our strategy. In July 2002, we sold our Quicken Loans subsidiary.While Quicken Loans produced strong results for Intuit over the past two fiscal years, the business is subject to interest rate fluctuations, which means it didn??t meet our criteria of being in businesses with steady, reliable demand. "
Doc1430,intuit ,2002," We took several steps to improve the performance of our Quicken-related businesses. As we??ve discussed in the past, the personal finance software category is mature and we don??t see significant opportunity to grow our core Quicken software business. But we love the Quicken brand, products and our strong and loyal customer base. And we continue to drive growth by offering Quicken-related services, including credit card and bill payments services. Revenue from Quicken-related services of $36.5 million was up nearly 50 percent in fiscal 2002. "
Doc1431,intuit ,2002, We??ve taken several steps to improve the performance of our Quicken businesses: 
Doc1432,intuit ,2002," We just added a great new service   Quicken Brokerage powered by SiebertSM   to offer online and telephone-based brokerage services to Quicken and Quicken.com customers. For years, people have been using Quicken to manage their personal finances and make more confident investment decisions based on their complete financial picture. Now they can also execute their decisions, which delivers more value to customers and drives new growth for Intuit. "
Doc1433,intuit ,2002," In response to lower revenue expectations, we??ve aggressively reduced costs in our Quicken businesses   a total of approximately $45 million over the last two years. "
Doc1434,intuit ,2002," Because these actions dramatically improve our opportunity to accelerate revenue growth and improve profitability in Quicken in fiscal 2003 and beyond, we like where this business is today. "
Doc1435,intuit ,2002, Two of our smaller businesses   Premier payroll and Japan   under-performed in fiscal 2002.We continue to focus on improving their results. 
Doc1436,intuit ,2002," Premier payroll, which is a private label, back-end service marketed and sold by banks, had revenue of approximately $40 million. This represented less than 3 percent of Intuit??s total revenue and was roughly flat with fiscal 2001. Because we don??t control customer acquisition, we don??t like this business model. Although there??s not an easy, short-term fix, we??re actively working to improve our position.We won??t let this business adversely impact our long-term performance. "
Doc1437,intuit ,2002," Our Japanese business, which also represented about 3 percent of Intuit??s revenue, was down approximately 12 percent in fiscal 2002 due to weak market conditions. Our business actually gained share in fiscal 2002, and profits were up significantly as we discontinued the QuickBooks Japan product.We??re working on several alternatives to improve performance, but revenue growth appears to be a challenge in the short term. "
Doc1438,intuit ,2002," We continue to drive initiatives to make Intuit a great place to work, build a high-performance organization and be the employer of choice. "
Doc1439,intuit ,2002, Intuit??s employees   at all levels of the organization   are critical to our ability to consistently deliver great offerings to our customers and sustained performance improvements to investors. Our strategy to attract and retain the best employees is to make Intuit a great place to work. 
Doc1440,intuit ,2002," We continued to make solid progress in our employee-related initiatives in fiscal 2002, as evidenced by recent recognition from external surveys: "
Doc1441,intuit ,2002, We were selected as one of Fortune magazine??s ??100 Best Companies to Work For?? in April 2002   the first year we submitted an entry. 
Doc1442,intuit ,2002, The Globe and Mail ranked Intuit Canada number two on its list of top Canadian employers. 
Doc1443,intuit ,2002, Readers of The Free Lance-Star and visitors to Fredericksburg.com voted Intuit??s Fredericksburg contact center the ??Best Place to Work?? in their 2002 ??Simply the Best?? survey. 
Doc1444,intuit ,2002, Intuit Reno won top honors as Business of the Year at the inaugural luncheon of the Economic Development Authority of Western Nevada and ??Best Firm to Work For ?? honors from the Nevada Business Journal in June 2001. 
Doc1445,intuit ,2002," As Intuit enters our 20th year in fiscal 2003, we continue to have an unparalleled record of successful customer-driven innovation, using technology to take complex customer problems and develop solutions to make things easier. Our goal is to create changes so profound customers wouldn??t dream of going back to the old ways   whether that??s keeping their books or managing their payroll, doing their taxes or managing their personal finances. At Intuit, innovation is not about technology   it??s about making our customers?? lives better. "
Doc1446,intuit ,2002," But innovation alone isn??t enough. Over the past two years, we??ve challenged the conventional paradigm that a company is either innovative or disciplined.We??re proving we can be both. In fact, by applying strategic and operational rigor, we??ve been able to accelerate our customer-driven innovation. "
Doc1447,intuit ,2002," By being both disciplined and innovative, we continue to focus on improving execution and delivering more   tightening development cycles to introduce more products faster. In fiscal year 2002, for example, we introduced four brand new QuickBooks products with only a 10 percent increase in QuickBooks development cost. The new products, in turn, drive stronger unit and revenue growth, which is great for investors. Plus we have more satisfied customers because they can select from a broader range of offerings to best meet their needs. "
Doc1448,intuit ,2002," Innovation is still our heartbeat, but strategic and operational rigor is our brain. This is the formula that will enable us to sustain Intuit??s growth in 2003 and beyond. And we??re just getting started.With our assets and strategies to drive growth, we??ve set an internal annual goal to deliver 15-20 percent organic revenue growth. Because of the unit growth opportunities to sell higher-end products and services, our scalable business models, and management discipline and execution, we expect to deliver pro forma operating income and EPS growth that??s 1.5 to 2 times revenue growth. "
Doc1449,intuit ,2002," Fiscal 2002 was a great year for Intuit, in terms of revenue growth, profits and cash generation. This year, as in the past, we??ve been candid about our successes, about where we??re underperforming and what we??re doing to produce real and sustainable growth in the future. "
Doc1450,intuit ,2002," Integrity without compromise is Intuit??s #1 operating value   and it has been since our operating values were formalized in 1993. Bottom line, everyone at the company is accountable for living up to the highest standards of business conduct and ethics. I won??t tolerate anything less and neither will the rest of Intuit??s management team. Here??s a brief overview of some of the steps we??ve already taken to ensure integrity in everything we do. "
Doc1451,intuit ,2002," In addition to having a culture of integrity, Intuit has always had robust internal processes and strong corporate governance. That??s why both Greg Santora, our senior vice president and chief financial officer, and I had no reservations voluntarily certifying all previously filed SEC documents beginning with last year??s 10-K that was filed in October 2001. Certifying past filings wasn??t mandated, but we went above and beyond the requirements because we??re confident in how we run the business and the integrity of our numbers.We??ve also certified our fiscal 2002 10-K before the deadline. "
Doc1452,intuit ,2002, Strong corporate governance is not new to Intuit. Here??s a quick overview of our practices in a few key areas: 
Doc1453,intuit ,2002, Board independence   Intuit has an experienced and engaged board of directors. The majority of our board members are independent and all audit and compensation committee members are independent.We have an active and probing audit committee. And the audit committee meets formally in scheduled private sessions with our independent auditors eight times a year. 
Doc1454,intuit ,2002, Auditor independence   Intuit has taken a number of steps to ensure continued independence of our outside auditor. Our independent auditors report directly to the audit committee and we limit the use of our audit firm for non-audit services.We also have restrictions on hiring former employees of our audit firm. 
Doc1455,intuit ,2002," Good governance is about doing the right things for the company and stockholders. This has always been a priority at Intuit.With the rest of corporate America now focused on governance, we??ve been able to benchmark our practices against recently published external corporate governance standards. Our high percentile scores validated that we??ve been doing the right things, which means it??s essentially business as usual at Intuit. "
Doc1456,intuit ,2002, I??d also like to provide our perspective on how we manage employee stock programs. There are several things we??re doing to balance two important objectives   building a highperformance organization and minimizing stockholder dilution. 
Doc1457,intuit ,2002," We??ve reduced our annual grant rate from over 5 percent to under 3.5 percent of shares outstanding in fiscal year 2002. This is a significant reduction, but we??re still focused on rewarding the best performers at all levels of the company. "
Doc1458,intuit ,2002, The Intuit shares we repurchased under our repurchase program in fiscal 2002 more than offset the future dilution of those options when they??re exercised. 
Doc1459,intuit ,2002," We use stock options as a tool to motivate and reward our best talent at all levels and think that the broad distribution of options is an integral part of our success at driving stronger performance. In fact, on average over the last 4 years, more than 75 percent of our grants have gone to employees below the vice president level. "
Doc1460,intuit ,2002," In terms of expensing stock options, we??ve been listening carefully to the dialogue. This is a complicated issue, but our position is that we??re not going to voluntarily expense options. We??ve been providing information on an annual basis about how expensing them would impact our EPS. Starting with the first quarter of fiscal 2003, we??ll provide that information quarterly to give investors even greater visibility going forward. "
Doc1461,intuit ,2002," To sum up, it??s been a great year, thanks to everyone at Intuit for making it possible.We not only delivered another solid year, we strengthened the foundation for an even brighter future. We??re proud of what we??ve accomplished and believe the best is yet to come. "
Doc1462,intuit ,2003,"Intuit posted another year of strong growth in fiscal 2003. Once again, we??ve demonstrated our ability to execute a proven recipe to drive solid and sustainable growth.We??re making sustained progress against our objective to make Intuit the best it can be. "
Doc1463,intuit ,2003, 2003 Financial Highlights ?? Revenue of $1.65 billion increased 26 percent from fiscal 2002. 
Doc1464,intuit ,2003, GAAP earnings per share increased 155 percent year-over-year to $1.63 per diluted share. GAAP net income grew 145 percent to $343 million. 
Doc1465,intuit ,2003, Pro forma* EPS grew 51 percent year-over-year to $1.39. Pro forma* operating income increased 46 percent from fiscal 2002 to $400 million. 
Doc1466,intuit ,2003, Intuit??s pro forma* operating margin of 24.2 percent was up 340 basis points from 20.8 percent in fiscal 2002. 
Doc1467,intuit ,2003," Intuit repurchased nearly 18 million shares of its common stock under its stock repurchase program for more than $800 million. Since we introduced our first repurchase program in May 2001, we??ve repurchased more than 25.5 million shares for $1.1 billion. "
Doc1468,intuit ,2003," Intuit continues to have a strong and liquid balance sheet, with approximately $1.2 billion in cash and short-term investments, or approximately $6 per share, at the end of fiscal 2003. "
Doc1469,intuit ,2003, Each of our Five Growth Engines Delivered Solid Results in the Year QuickBooks revenue grew 24 percent over fiscal 2002 to $242.8 million. 
Doc1470,intuit ,2003, Intuit??s Small Business Services revenue increased 35 percent over fiscal 2002 to $454.9 million. 
Doc1471,intuit ,2003, TurboTax revenue of $422.9 million was up 20 percent from fiscal 2002. 
Doc1472,intuit ,2003, Revenue from Intuit??s Professional Accounting Solutions business increased 8 percent over fiscal 2002 to $243.4 million. 
Doc1473,intuit ,2003," Intuit??s Vertical Business Management Solutions unit contributed $94.8 million in revenue, a 5 percent increase over the revenue those companies generated in fiscal 2002. "
Doc1474,intuit ,2003," Strengthening the Leadership Team While focused on driving profitable growth, we also took steps to strengthen and deepen our team. This is a constant process for Intuit we are continually assessing our organization to ensure we have the people we need to take us to the next level. "
Doc1475,intuit ,2003," In fiscal 2003, we made several organizational changes to drive growth within each of our growth engines and across Intuit as a whole. In June, we created the Office of the CEO to ensure we are driving strategic initiatives across the company. Scott Cook, Intuit??s founder and chairman of the executive committee, and Lorrie Norrington, executive vice president, join me on this team. Lorrie is taking the lead for Intuit??s small business related initiatives, the Intuit Developer Network and other corporate initiatives. Scott continues to focus on our customer-driven innovation and customer advocacy initiatives. I continue to manage all the business units and functions. "
Doc1476,intuit ,2003," At the same time, we added talent and promoted from within to continue building a highperformance organization. In the past 12 months, we??ve hired a new chief financial officer, a senior vice president in charge of legal and corporate affairs and a new chief marketing officer. In addition, we promoted senior managers to run our Verticals and QuickBooks growth engines. The result of these changes and others that have taken place throughout the company is a high-performance organization that can execute effectively on our growth recipe. "
Doc1477,intuit ,2003," 20 Years of Customer-Driven Innovation Intuit marked its 20th anniversary in 2003. And while many things have changed since the company was founded, some have not.We remain as passionate as ever about customer-driven innovation innovation that is customer-based not technology-focused.We dig deep to understand our customers and identify their needs and pain points. And then we challenge conventional wisdom to uncover new, innovative solutions to those pain points. "
Doc1478,intuit ,2003," A good example of Intuit??s customer-driven innovation is the development of QuickBooks in 1992. Before QuickBooks, conventional wisdom said that accounting software had to have double-entry accounting. But we knew small businesses had different needs. They didn??t want to learn accounting. . .they wanted a simple way to keep their books.We used that knowledge to create QuickBooks, the first single-entry accounting software. Customers quickly made it and continue to make it the best-selling small business accounting software. "
Doc1479,intuit ,2003," And it??s not just QuickBooks. Customer-driven innovation is our core competence it??s at the heart of our products, market leadership and success. "
Doc1480,intuit ,2003," Intuit??s Growth Recipe Over the past several years, Intuit has generated stronger results by consistently executing a proven growth recipe. That recipe includes four ingredients. "
Doc1481,intuit ,2003," First, Intuit has carefully chosen the businesses we??re in. We focus on businesses where we have a durable competitive advantage, and that have large, under-served opportunities. "
Doc1482,intuit ,2003," We??ve taken decisive action to re-shape our business portfolio in recent years, exiting businesses that don??t fit our screen and acquiring new growth platforms. In fiscal 2003 we made several moves.We acquired Blue Ocean Software, which provides software that enables small businesses to manage their technology resources. In February, we sold our Japanese subsidiary. "
Doc1483,intuit ,2003," The second ingredient of the recipe is getting the basics right applying operational rigor and process excellence methodology, tools and resources to execute more effectively on a daily basis. Our goal is higher service levels at lower cost, and we??re reaching that goal in many areas across the company. "
Doc1484,intuit ,2003," In QuickBooks technical support, for example, we launched an initiative to see how we could handle customer calls better and faster.We found it was taking too much time to diagnose the customer??s problem frustrating for customers and expensive for Intuit. By digging into the data, we identified the root cause and developed a step-by-step process to correct it. As a result, we??ve improved the customer satisfaction level and reduced overall handle times by one minute per rep with annual savings of over $1 million in just one of our contact centers. "
Doc1485,intuit ,2003," We??ve redesigned our supply chain to deliver better service at lower cost. By doing so, we??re achieving a 99 percent on-time retail delivery for QuickBooks, TurboTax, and Quicken products at launch, up significantly from prior years. By locating manufacturing, warehousing, and shipping operations in a single physical location, we??re reducing transit times and freight expenses.We also shortened the replenishment cycle by as much as five days and reduced our Cost of Goods Sold by up to 5 percent for these products. "
Doc1486,intuit ,2003," While day-to-day execution isn??t glamorous, it??s the lifeblood of a high-performing organization and a key ingredient in our growth recipe.We work hard to get better and better every day. "
Doc1487,intuit ,2003, The third ingredient is expanding customer-driven innovation. We continuously look to uncover additional customer problems to solve. . .or better ways to solve existing problems.We then challenge conventional wisdom and then create great new solutions for customers and profitable growth for Intuit. 
Doc1488,intuit ,2003, Our Right for My Business QuickBooks strategy is a good example of how customer-driven innovation is delivering more for customers and Intuit.We??ve accomplished a lot since we launched the first wave of new offerings in December 2001: 
Doc1489,intuit ,2003," Customers told us they were outgrowing QuickBooks, so we??ve launched two up-market QuickBooks versions QuickBooks Premier and QuickBooks Enterprise for larger and more complex small businesses. "
Doc1490,intuit ,2003," Customers told us they wanted QuickBooks that was designed for the unique needs of their specific industry, so we??ve launched five new industry-specific versions, or ??flavors?? of QuickBooks, with more to come. "
Doc1491,intuit ,2003," Customers told us they wanted us to help them solve needs beyond accounting, so we??ve introduced new horizontal add-on services like our QuickBooks Merchant Account Service and payroll services that integrate with QuickBooks. "
Doc1492,intuit ,2003," Customers told us they used other business management applications and that it would be great if they could share data seamlessly with QuickBooks. So we opened our historically closed, proprietary QuickBooks code base to outside developers, which has resulted in nearly 300 applications that are adding value to customers and helping developers. "
Doc1493,intuit ,2003," In fiscal 2001, before we began executing our Right for My Business strategy, we had QuickBooks revenue of $164 million and some believed this engine was out of gas. By executing our growth recipe, we??ve grown 48 percent to $243 million in just two years. As we look at this business today, we see plenty of additional opportunity to apply customer-driven innovation to make our customers lives better and drive profitable growth for Intuit. "
Doc1494,intuit ,2003," Equally important, this Right for My Business strategy has also driven tremendous growth in Small Business Services. In fiscal 2001, Small Business Services had revenue of $290 million.We??ve grown 57 percent since then to $455 million. Again, there is significant opportunity to deliver more for customers and Intuit. "
Doc1495,intuit ,2003, The fourth ingredient of our recipe is to apply strategic rigor to identify new adjacent markets and acquire companies that help us expand our leadership positions in our small business and tax businesses. Our goal is to create new growth platforms to drive faster profitable growth. 
Doc1496,intuit ,2003," We saw an attractive market opportunity for end-to-end business management solutions designed for specific industries. And we??ve made four acquisitions in the past two years to build a verticals growth engine.We??ve also expanded our Small Business Services offerings through our acquisitions of horizontal small business offerings from Blue Ocean Software and CBS Payroll. As we look into the future, we see many additional areas of interest and are working hard to uncover additional great companies we can acquire. "
Doc1497,intuit ,2003, Intuit has accomplished a lot since we began executing our growth recipe over the past three years. Revenue has grown 68 percent from $982 million in fiscal 2000 to $1.65 billion in fiscal 2003. 
Doc1498,intuit ,2003, Pro forma* operating income has more than doubled from $171 million to $400 million. 
Doc1499,intuit ,2003," Pro forma* operating margin has increased 680 basis points, from 17.4 percent to 24.2 percent. "
Doc1500,intuit ,2003, Pro forma* EPS has doubled from $0.69 to $1.39. 
Doc1501,intuit ,2003," Thanks to the talent and hard work of all Intuit employees, we??ve accomplished a lot in recent years. The durable power of this growth recipe is that if you have great assets and consistently execute on the ingredients, you continue to get better and generate improved results. "
